timestamp,level,username,action,details
2025-04-30 11:31:29,473,INFO,leonardomnzsa,login,
2025-04-30 11:31:29,473,INFO,leonardomnzsa,login,
2025-04-30 11:31:29,473,INFO,leonardomnzsa,login,
2025-04-30 11:32:39,394,INFO,leonardomnzsa,mark_read,julgado_id:4
2025-04-30 11:32:39,394,INFO,leonardomnzsa,mark_read,julgado_id:4
2025-04-30 11:32:39,394,INFO,leonardomnzsa,mark_read,julgado_id:4
2025-04-30 11:32:39,394,INFO,leonardomnzsa,mark_read,julgado_id:4
2025-04-30 11:32:39,394,INFO,leonardomnzsa,mark_read,julgado_id:4
2025-04-30 11:32:39,394,INFO,leonardomnzsa,mark_read,julgado_id:4
